235,816
1383,158
1004,1023
148,191
603,183
586,602
1363,154
1390,183
1429,96
616,184
614,229
170,236
586,633
973,412
944,375
1341,152
1384,194
1123,797
818,452
859,427
1157,762
1040,1040
618,627
911,461
1161,746
1184,690
920,372
1221,204
1201,106
1062,118
1141,238
599,537
614,241
223,249
571,586
589,169
519,170
521,257
1091,255
759,430
377,451
235,318
625,307
627,166
1053,121
1280,473
1190,674
1456,901
1721,456
1290,480
1262,544
1584,711
1747,440
1613,448
1706,537
1771,424
1572,436
1711,567
1805,403
1290,433
1453,71
1208,92
1271,384
984,1034
546,620
225,801
