550,971
139,720
1675,98
1682,113
468,599
281,127
302,121
645,994
222,735
515,624
569,764
1222,518
1682,126
1154,344
1218,500
1621,163
526,622
673,993
349,789
497,643
551,784
1223,533
1127,308
315,125
358,232
314,246
448,583
1107,317
773,245
783,217
1425,363
1632,185
1649,898
1228,544
837,692
1631,899
1656,870
1659,919
964,743
907,623
1146,375
538,630
346,147
763,242
796,96
939,244
757,201
677,590
1094,415
1146,533
1176,359
1247,335
1369,361
1564,196
1644,234
1643,97
1147,288
1653,399
1659,725
1466,887
1677,942
1670,617
1341,852
1309,844
1668,590
1668,556
1275,836
1243,827
1667,530
1667,493
1211,817
1168,807
1227,557
939,666
985,761
1156,804
1154,815
1688,951
1669,150
1688,133
1698,471
1627,474
1116,806
547,657
700,1038
550,971
