346,82
1113,648
1171,263
74,645
118,168
565,624
605,75
778,387
845,365
824,454
602,291
620,65
786,370
1200,237
1150,619
1104,610
1099,656
1049,619
1175,519
1187,426
1130,420
1053,271
1014,281
1084,414
1043,409
981,292
938,307
993,400
946,392
902,320
858,335
880,379
1183,272
1165,416
904,377
860,476
908,511
753,635
573,623
579,558
516,590
388,460
407,445
344,92
511,218
276,350
127,199
113,369
218,306
137,222
163,200
309,348
547,214
623,268
630,152
702,280
589,455
458,501
412,454
82,653
440,531
503,596
496,680
