300,212
1543,484
258,939
1299,939
654,299
1407,469
1205,49
665,282
1413,446
1224,54
696,279
670,332
613,271
653,278
1101,82
1249,403
898,322
1026,652
1541,473
1424,446
1294,173
904,314
1228,387
1082,73
646,265
894,308
745,406
1024,684
323,929
301,226
612,291
1256,932
656,930
626,831
1008,701
1228,923
668,918
630,795
962,675
1193,914
635,908
617,847
990,723
1165,903
674,898
484,275
292,237
308,817
632,727
311,251
330,800
609,721
328,299
337,545
448,508
338,336
360,771
580,707
450,518
359,549
377,755
900,589
610,301
615,670
880,584
619,323
627,653
1265,447
929,370
1032,639
1775,373
1743,319
1703,341
1723,388
