142,582
899,68
1021,1000
1752,344
890,87
769,171
751,150
916,104
1423,256
967,504
1027,978
1455,592
1435,259
944,525
891,120
584,774
948,531
984,822
595,780
941,549
973,832
1155,897
1010,1028
986,845
1161,910
1453,646
1418,611
1718,324
1423,234
629,654
815,257
721,177
383,406
623,644
814,235
719,161
386,389
538,540
729,197
793,253
547,546
619,625
733,213
911,371
884,163
1003,111
1408,231
962,465
980,133
1275,224
972,448
989,143
1343,256
1411,218
1158,142
983,429
690,568
817,304
925,445
714,545
880,204
895,339
999,155
1325,262
1017,426
1411,617
1127,874
978,518
1076,467
1130,859
1394,620
1088,474
1427,288
1442,573
1691,336
1447,266
1462,535
1124,467
1417,307
1430,519
1153,464
1136,839
1375,621
619,773
933,566
958,806
638,776
998,1023
789,676
923,587
965,946
922,985
646,797
563,787
622,660
386,427
148,590
