269,175
236,899
1207,898
1214,678
248,884
1169,455
936,266
250,870
719,226
412,182
1196,883
1205,495
934,280
1103,108
728,232
618,383
855,593
927,287
551,625
634,790
992,713
868,605
1156,472
1384,652
1210,668
1223,317
567,625
906,323
1323,648
665,700
332,855
622,791
286,136
271,469
442,472
647,884
1176,882
1008,734
270,890
632,879
293,203
271,827
701,232
318,178
538,598
1110,86
1235,321
1225,641
1688,607
1246,327
1239,523
1360,618
1256,346
1650,596
1372,614
1260,319
1850,695
1873,660
1847,643
1826,676
