1426,394
317,687
318,404
1448,722
1426,413
827,563
831,212
1435,708
1409,382
326,663
329,116
818,215
1099,448
813,520
822,233
857,218
747,122
797,523
808,228
342,134
342,427
756,538
773,577
335,695
470,436
500,447
373,697
414,685
533,454
354,147
358,449
504,485
432,624
739,543
757,598
1401,435
1421,682
1457,680
1434,358
1123,438
863,224
867,494
1219,402
1471,677
1475,744
1097,639
910,954
744,596
432,680
897,950
740,615
892,576
913,929
1081,639
904,588
922,893
951,909
915,972
639,819
1008,812
956,897
1473,753
1103,653
926,802
916,603
1062,647
1124,838
1441,753
1104,664
978,882
1110,837
1051,658
853,598
446,704
632,814
297,861
305,98
821,202
1051,28
1075,46
1050,64
1032,44
