434,261
1482,736
1488,722
1116,552
1104,581
793,439
806,414
441,249
782,434
828,334
1107,552
814,421
854,336
1119,542
1420,675
1398,728
1590,811
1616,744
1416,652
1384,735
1480,777
1517,684
1582,796
1609,725
1532,692
1351,337
1124,533
833,296
765,444
1111,599
1157,492
1335,333
1436,530
1258,681
758,459
567,881
436,274
588,342
449,381
414,225
653,334
449,390
510,672
657,711
566,911
515,682
664,722
777,476
547,372
440,402
469,522
743,472
638,698
682,712
734,597
502,527
727,484
1107,648
1158,522
1418,526
1318,329
1114,511
939,363
860,559
880,567
961,366
980,383
904,577
924,585
998,394
1015,411
945,594
967,603
1035,424
1054,442
918,836
512,732
558,948
659,730
945,800
769,516
739,586
979,696
1014,596
1261,699
1462,533
1290,186
843,292
931,360
895,447
666,340
822,301
782,381
419,215
1276,179
1274,163
417,204
