1504,171
1527,1003
1153,77
938,853
216,588
1135,84
923,831
214,570
414,464
326,645
1280,998
204,893
358,605
967,826
1417,688
1370,573
945,695
663,326
855,222
1144,628
914,689
487,125
835,220
735,272
978,584
1020,429
1355,908
1540,889
1539,1069
1324,570
1530,515
1525,269
1241,343
1056,465
1332,552
1240,326
1064,444
1171,76
1259,300
1085,415
1134,250
864,219
1119,77
1076,230
839,204
183,541
332,593
408,441
623,331
801,564
740,729
656,697
732,494
700,450
612,680
562,661
662,414
635,377
523,645
484,629
585,401
521,441
442,612
395,594
456,468
629,533
581,651
678,689
701,630
785,660
767,709
394,565
430,493
715,606
799,368
849,435
820,514
938,665
1050,250
1267,272
1253,239
1493,241
1492,172
