0,1066,246
0,1062,251
0,1049,261
0,1020,285
0,963,334
0,901,389
0,822,466
0,738,550
0,704,590
0,683,618
0,660,648
0,646,668
0,634,682
0,622,697
0,611,708
0,601,717
0,590,727
0,577,738
0,556,756
0,544,766
0,528,777
0,512,788
0,499,798
0,482,808
0,465,818
0,442,830
0,430,837
0,419,844
0,412,849
0,402,856
0,394,863
0,387,868
0,382,871
0,379,872
0,377,875
0,375,876
0,371,879
0,367,883
0,363,886
0,358,888
0,353,890
0,349,892
0,345,893
0,342,894
0,340,895
0,337,895
0,336,896
0,336,892
0,336,884
0,336,879
0,335,874
0,333,870
0,333,865
0,331,859
0,331,858
0,331,861
0,331,864
0,331,866
0,330,872
0,328,876
0,327,880
0,326,884
0,325,887
0,324,889
0,324,891
0,324,892
1,323,892
1,321,885
1,321,873
1,321,838
1,321,803
1,321,760
1,321,729
1,321,690
1,321,655
1,321,630
1,321,606
1,321,588
1,321,579
1,321,573
1,321,572
2,324,574
2,350,599
2,377,622
2,400,639
2,434,664
2,465,687
2,482,701
2,499,715
2,508,725
2,513,731
2,516,736
2,516,739
2,516,741
2,516,743
2,516,745
2,516,747
2,517,749
2,517,751
2,517,752
2,517,753
2,517,754
2,517,753
2,516,753
2,514,752
2,513,751
2,511,751
2,510,751
3,512,751
3,528,749
3,563,741
3,616,730
3,718,707
3,841,678
3,1032,630
3,1148,604
3,1296,583
3,1414,570
3,1498,559
3,1582,550
3,1633,546
3,1658,545
3,1679,545
3,1690,545
3,1695,545
3,1696,546
3,1697,546
3,1698,546
3,1702,547
3,1707,547
3,1712,547
3,1721,547
3,1724,547
3,1727,546
3,1728,546
4,1725,543
4,1719,538
4,1715,533
4,1707,522
4,1698,502
4,1695,486
4,1693,469
4,1691,450
4,1691,436
4,1691,422
4,1691,408
4,1691,398
4,1691,390
4,1690,382
4,1688,377
4,1685,370
4,1683,366
4,1682,361
4,1682,360
4,1681,360
4,1680,360
4,1676,361
4,1673,361
4,1669,361
4,1666,361
4,1662,360
4,1658,358
4,1654,355
4,1651,353
4,1650,352
4,1650,351
5,1647,355
5,1639,368
5,1625,387
5,1604,409
5,1582,434
5,1548,470
5,1507,513
5,1479,539
5,1462,558
5,1443,578
5,1430,591
5,1424,600
5,1419,607
5,1417,611
5,1417,612
5,1417,613
5,1417,610
5,1418,607
5,1421,602
5,1425,596
5,1428,593
5,1432,590
5,1436,588
5,1439,585
5,1443,582
5,1446,579
5,1449,576
5,1451,575
5,1454,573
5,1458,572
5,1463,569
5,1470,568
5,1474,566
5,1477,564
5,1478,564
5,1477,565
5,1474,566
5,1472,568
5,1469,570
5,1465,571
5,1461,573
5,1458,574
5,1456,575
5,1455,575
5,1455,576
6,1453,574
6,1445,565
6,1434,553
6,1418,536
6,1392,513
6,1367,490
6,1352,474
6,1328,457
6,1288,426
6,1265,409
6,1239,389
6,1220,374
6,1207,362
6,1192,350
6,1177,339
6,1165,332
6,1149,323
6,1140,319
6,1130,314
6,1122,310
6,1117,305
6,1112,301
6,1109,297
6,1105,291
6,1103,287
6,1102,286
6,1101,284
6,1099,283
6,1098,281
6,1096,280
6,1092,277
6,1088,275
6,1086,274
6,1083,272
6,1080,271
6,1078,269
6,1076,268
6,1075,267
6,1074,267
6,1073,266
6,1072,266
6,1072,265
6,1071,265
6,1071,264
6,1071,263
6,1071,262
6,1071,261
6,1071,260
6,1071,259
6,1071,258
6,1072,258
6,1073,258
6,1073,257
7,1073,258
7,1073,265
7,1073,276
7,1073,294
7,1067,313
7,1065,330
7,1065,356
7,1065,374
7,1065,396
7,1065,422
7,1065,436
7,1064,445
7,1064,453
7,1064,459
7,1064,463
7,1064,468
7,1064,473
7,1064,479
7,1064,484
7,1063,488
7,1062,493
7,1061,497
7,1060,501
7,1059,506
7,1059,508
7,1058,510
7,1057,513
7,1057,515
7,1057,516
7,1057,517
7,1057,518
7,1057,519
7,1057,520
7,1057,521
7,1056,521
7,1056,522
8,1052,519
8,1038,509
8,1015,488
8,991,469
8,963,447
8,931,422
8,913,409
8,901,401
8,890,394
8,885,390
8,883,388
8,881,386
8,880,385
8,879,385
8,878,384
8,878,383
8,877,383
8,875,382
8,874,382
8,873,381
8,872,381
8,871,380
8,871,381
8,871,382
8,872,383
8,873,383
8,873,384
8,873,385
8,874,386
8,874,387
8,875,388
9,876,387
9,883,381
9,904,363
9,918,353
9,938,338
9,960,325
9,971,316
9,982,307
9,989,301
9,994,296
9,999,292
9,1002,289
9,1004,288
9,1008,286
9,1009,286
9,1014,283
9,1018,281
9,1022,278
9,1024,276
9,1026,274
9,1026,272
9,1027,270
9,1028,268
9,1029,265
9,1029,264
9,1030,261
9,1031,258
9,1032,257
9,1033,254
9,1034,252
9,1035,249
9,1036,247
9,1037,245
9,1038,244
9,1039,244
9,1040,242
9,1041,242
9,1043,241
9,1044,240
9,1046,238
9,1047,237
9,1048,236
9,1049,235
9,1049,234
9,1049,233
9,1050,232
9,1051,231
9,1052,231
9,1053,230
9,1054,230
9,1055,230
9,1056,230
10,1056,235
10,1054,243
10,1048,275
10,1041,304
10,1034,335
10,1028,356
10,1023,383
10,1022,409
10,1022,422
10,1022,429
10,1023,434
10,1024,438
10,1024,440
10,1026,442
10,1027,446
10,1028,449
10,1029,451
10,1029,454
10,1030,458
10,1031,462
10,1031,464
10,1031,466
10,1031,468
10,1031,470
10,1031,472
10,1031,474
10,1032,475
10,1033,477
10,1034,478
10,1036,480
10,1038,482
10,1041,483
10,1041,484
10,1041,485
10,1041,486
10,1041,487
10,1041,488
10,1041,489
10,1041,490
10,1042,491
10,1042,492
10,1042,493
11,1043,493
11,1045,493
11,1045,494
11,1048,494
11,1051,494
11,1055,494
11,1059,495
11,1062,495
11,1064,495
11,1066,496
11,1067,497
11,1068,498
11,1069,498
11,1071,500
11,1072,501
11,1073,502
11,1074,502
11,1076,504
11,1077,504
11,1077,505
11,1076,506
11,1075,506
11,1074,506
11,1074,505
11,1074,504
11,1074,502
11,1074,500
11,1074,499
11,1074,498
11,1074,497
11,1074,496
11,1074,497
11,1073,497
11,1073,498
11,1072,498
11,1071,498
11,1071,499
11,1069,503
11,1069,508
11,1069,513
11,1070,521
11,1073,531
11,1076,539
11,1085,553
11,1092,563
11,1101,571
11,1107,576
11,1114,583
11,1125,590
11,1134,597
11,1147,605
11,1168,614
11,1182,619
11,1192,622
11,1205,626
11,1215,630
11,1221,631
11,1230,635
11,1234,636
11,1237,637
11,1238,637
11,1241,639
11,1242,639
11,1243,639
11,1244,639
11,1245,638
11,1246,639
11,1246,640
11,1245,640
12,1246,640
12,1253,640
12,1262,640
12,1277,639
12,1295,639
12,1313,638
12,1336,635
12,1356,631
12,1386,628
12,1403,626
12,1422,626
12,1438,626
12,1449,626
12,1460,624
12,1469,622
12,1475,621
12,1484,620
12,1488,618
12,1490,617
12,1490,616
12,1490,614
12,1489,612
12,1488,611
12,1487,610
12,1484,608
12,1482,607
12,1480,607
12,1478,607
12,1477,607
12,1476,607
12,1475,607
12,1474,607
12,1473,607
12,1473,606
12,1472,606
12,1471,605
12,1470,605
12,1469,605
12,1469,604
12,1470,604
12,1470,603
12,1469,603
13,1469,602
13,1477,590
13,1489,570
13,1502,548
13,1522,505
13,1545,458
13,1568,416
13,1574,406
13,1588,385
13,1599,368
13,1604,358
13,1609,349
13,1611,344
13,1612,341
13,1616,338
13,1619,335
13,1622,333
13,1627,330
13,1632,328
13,1641,326
13,1650,326
13,1660,326
13,1667,326
13,1672,326
13,1676,326
13,1677,326
13,1677,327
13,1677,329
13,1676,331
13,1675,334
13,1674,337
13,1674,338
13,1673,340
13,1672,340
13,1672,341
13,1670,341
13,1669,342
13,1669,343
13,1669,344
13,1668,344
13,1668,345
13,1669,345
13,1671,345
13,1672,345
13,1673,345
13,1674,346
13,1675,347
13,1676,348
13,1676,349
13,1677,349
13,1677,350
13,1678,350
13,1679,351
13,1680,351
13,1680,352
13,1680,353
13,1681,353
13,1681,354
13,1681,355
13,1681,356
13,1681,355
13,1683,353
13,1688,348
13,1693,342
13,1697,336
13,1702,328
13,1707,324
13,1710,320
13,1713,317
13,1716,314
13,1716,313
13,1717,313
13,1718,311
13,1719,310
13,1720,309
13,1720,308
13,1720,307
13,1721,306
13,1721,305
13,1722,305
13,1721,308
13,1721,309
13,1719,312
13,1717,316
13,1716,317
13,1714,319
13,1710,325
13,1706,327
13,1702,330
13,1699,334
13,1694,337
13,1691,340
13,1687,344
13,1685,346
13,1683,348
13,1682,350
13,1681,351
13,1680,353
13,1680,354
13,1679,355
13,1678,356
13,1677,357
13,1677,358
13,1677,359
13,1676,359
13,1676,361
13,1676,362
14,1676,363
14,1679,370
14,1684,379
14,1690,392
14,1696,406
14,1702,422
14,1707,436
14,1710,446
14,1713,457
14,1714,466
14,1714,471
14,1716,477
14,1717,480
14,1718,483
14,1721,488
14,1722,490
14,1722,491
14,1722,493
14,1723,494
14,1723,495
14,1723,496
14,1723,498
14,1724,499
14,1724,500
14,1724,501
14,1724,502
14,1725,502
14,1725,503
14,1726,504
14,1727,504
14,1728,504
14,1729,505
14,1731,508
14,1732,510
14,1733,513
14,1733,514
14,1734,516
14,1735,519
14,1736,521
14,1736,523
14,1738,525
14,1738,526
14,1739,526
14,1739,527
14,1740,528
14,1740,529
14,1741,530
14,1742,530
14,1742,531
15,1740,531
15,1733,531
15,1714,531
15,1696,531
15,1671,531
15,1652,531
15,1643,532
15,1637,533
15,1633,535
15,1629,535
15,1615,534
15,1602,533
15,1590,533
15,1582,533
15,1576,535
15,1574,537
15,1571,539
15,1568,541
15,1564,543
15,1560,544
15,1557,547
15,1555,547
15,1552,549
15,1548,551
15,1546,553
15,1544,554
15,1540,556
15,1537,557
15,1534,559
15,1533,561
15,1529,562
15,1528,563
15,1525,564
15,1522,564
15,1521,564
15,1519,565
15,1518,566
15,1516,567
15,1515,567
15,1514,568
15,1513,568
15,1511,569
15,1511,570
15,1511,571
15,1510,571
15,1510,572
16,1506,570
16,1493,561
16,1465,543
16,1427,522
16,1406,510
16,1388,494
16,1383,483
16,1380,469
16,1374,456
16,1365,443
16,1358,435
16,1354,429
16,1350,422
16,1348,419
16,1345,415
16,1341,411
16,1333,408
16,1329,407
16,1326,406
16,1324,405
16,1323,405
16,1322,405
16,1321,404
16,1321,403
16,1319,402
16,1319,401
16,1319,400
16,1319,398
16,1319,397
16,1319,396
16,1319,395
16,1316,395
16,1312,395
16,1309,395
16,1306,395
16,1305,395
17,1305,396
17,1304,397
17,1301,398
17,1294,401
17,1285,405
17,1267,416
17,1251,430
17,1228,455
17,1217,470
17,1207,482
17,1200,491
17,1197,497
17,1194,504
17,1192,507
17,1190,513
17,1188,517
17,1185,521
17,1182,524
17,1181,526
17,1179,530
17,1177,535
