899,494
147,127
1683,126
620,911
844,482
743,436
748,139
629,141
628,381
724,429
729,152
1189,155
1189,111
711,112
708,387
1709,869
1684,141
1539,247
1701,279
1702,333
1433,291
1380,329
1706,382
1709,446
1312,384
1263,418
1711,491
1712,547
1203,464
1081,555
1172,600
1357,444
1552,478
1560,366
1406,343
1482,286
1682,316
1686,533
614,346
617,110
158,114
246,157
225,182
67,103
608,96
605,371
432,281
594,136
591,383
235,184
278,138
573,138
438,254
580,328
586,924
773,542
999,651
637,918
862,490
1077,591
1007,642
1227,745
1280,651
1221,478
1112,562
756,389
1176,140
763,141
759,357
1322,456
1673,193
1670,111
1694,111
1701,268
1188,166
1185,461
1080,533
782,388
1167,456
1167,408
775,339
779,96
1166,394
1169,170
1206,178
1200,419
1620,135
1708,134
1733,872
1294,656
1281,682
912,499
