0,1553,64
0,1556,71
0,1563,84
0,1569,95
0,1577,108
0,1580,114
0,1586,122
0,1588,127
0,1590,132
0,1591,134
0,1593,138
0,1594,142
0,1596,147
0,1599,151
0,1602,159
0,1604,164
0,1608,174
0,1611,183
0,1614,196
0,1617,206
0,1620,222
0,1622,232
0,1624,238
0,1625,246
0,1628,263
0,1631,277
0,1636,298
0,1639,313
0,1645,334
0,1649,348
0,1657,372
0,1663,390
0,1672,415
0,1679,431
0,1687,451
0,1690,457
0,1692,463
0,1699,479
0,1705,488
0,1710,503
0,1714,512
0,1722,527
0,1726,536
0,1732,548
0,1735,554
0,1739,564
0,1740,569
0,1742,583
0,1742,592
0,1741,603
0,1740,610
0,1740,618
0,1740,622
0,1740,627
0,1741,632
0,1742,640
0,1744,647
0,1745,650
0,1746,660
0,1750,672
0,1753,680
0,1758,692
0,1760,701
0,1764,712
0,1766,721
0,1769,729
0,1771,736
0,1773,747
0,1776,752
0,1777,757
0,1778,759
0,1778,761
0,1779,763
0,1780,766
0,1780,768
0,1781,771
0,1781,772
0,1782,776
0,1783,777
0,1783,781
0,1784,783
0,1785,786
0,1785,787
0,1786,788
0,1786,789
0,1787,790
0,1788,791
0,1789,791
0,1790,792
0,1790,793
0,1791,794
0,1793,795
0,1794,795
0,1794,796
0,1795,796
0,1796,796
0,1797,796
0,1798,796
0,1799,797
0,1801,798
0,1801,799
0,1802,799
0,1802,800
0,1803,801
0,1803,802
0,1805,803
0,1806,805
0,1807,806
0,1807,807
0,1808,808
0,1809,809
0,1810,810
0,1810,811
0,1811,811
0,1811,812
0,1812,813
0,1813,814
0,1813,815
0,1814,815
0,1814,816
0,1815,817
0,1815,818
0,1816,819
0,1817,820
0,1818,821
0,1818,822
0,1819,823
0,1819,824
0,1819,825
0,1819,826
0,1820,828
0,1820,829
0,1820,831
0,1820,832
0,1820,835
0,1820,836
0,1820,839
0,1819,839
0,1819,840
0,1817,842
0,1816,842
0,1815,843
0,1815,845
0,1814,846
0,1814,847
0,1814,848
0,1814,850
0,1813,850
0,1813,851
0,1813,852
0,1813,853
0,1813,854
0,1813,855
0,1814,856
0,1815,856
0,1816,856
0,1817,856
0,1817,857
0,1818,857
0,1818,858
0,1819,859
0,1819,860
0,1820,860
0,1821,861
0,1821,862
0,1821,863
0,1822,863
0,1822,864
1,1820,865
1,1817,866
1,1803,868
1,1783,868
1,1747,868
1,1720,868
1,1669,868
1,1634,868
1,1590,868
1,1554,868
1,1499,868
1,1470,868
1,1425,868
1,1393,868
1,1351,868
1,1321,868
