124,145
1649,334
1010,750
1064,273
1027,270
952,893
199,579
540,209
1014,268
939,873
1676,384
1646,345
1393,517
1409,287
1728,326
971,830
1054,193
620,143
230,571
606,726
735,244
649,233
721,343
746,258
554,232
419,380
698,444
720,357
412,393
668,448
694,344
1384,487
1398,285
1059,249
1072,145
1376,472
1061,407
1027,714
728,363
635,740
924,862
980,415
745,367
1041,710
1366,501
1422,568
921,900
734,385
642,783
215,609
402,403
657,460
570,775
219,628
405,419
955,537
987,276
751,247
781,147
643,132
592,193
780,215
796,149
1776,268
1713,315
1152,248
1056,147
196,43
182,139
124,132
