888,88
504,961
141,139
1718,149
1484,980
671,625
1702,160
1465,986
272,470
128,153
1667,163
672,608
869,171
1461,956
1578,537
1096,448
1680,187
1580,524
785,379
871,191
1439,947
291,449
501,927
626,637
885,754
458,891
503,992
652,663
278,502
441,873
1534,538
225,301
150,127
1718,139
1744,39
379,619
181,167
836,169
650,589
315,447
813,183
639,571
691,589
1599,178
886,174
1062,408
1069,183
1366,186
1363,275
1072,403
1080,194
1354,197
1335,888
961,729
1554,547
1456,924
1112,474
1703,583
1696,624
1657,618
1664,576
