242,423
242,742
1803,736
1041,99
1398,716
257,546
259,728
1378,704
1036,117
1769,723
1455,752
1134,218
905,630
829,619
833,758
791,758
786,613
697,598
700,758
637,757
631,587
274,534
279,712
471,706
465,588
290,565
296,758
462,756
454,596
303,577
309,695
645,688
644,624
316,592
321,679
798,672
796,650
332,607
341,774
1022,977
919,632
1046,401
454,207
968,574
987,538
972,362
1068,397
1000,515
1027,758
1153,755
1085,326
1056,380
382,160
417,106
449,225
722,423
767,271
372,145
425,77
444,153
1047,345
1098,256
1212,455
1381,361
1250,508
1425,401
1270,548
1459,433
1286,580
1494,461
1555,754
577,856
339,786
227,785
229,423
