1630,360
1633,707
74,409
1615,361
1620,726
1156,636
1168,358
1236,355
1230,663
986,614
993,389
1261,382
1258,627
1166,609
1176,393
778,406
776,559
1001,600
1010,340
154,378
140,448
0,410
139,379
134,398
619,378
607,526
764,555
766,372
1152,361
1144,540
785,502
788,417
981,412
976,536
1650,611
1649,424
1273,628
1607,688
1600,347
1247,358
1240,923
986,623
1225,675
1223,934
938,599
605,540
577,863
930,610
1187,917
1255,894
1256,762
1096,832
910,607
563,856
603,405
755,400
756,243
642,239
594,821
735,720
563,715
599,341
171,361
154,450
569,535
577,442
1276,470
1278,343
1413,171
1586,332
1292,343
1432,170
1626,348
