902,535
120,60
101,86
1121,708
1365,332
1342,320
926,954
863,569
289,225
247,284
892,674
863,493
1157,677
1223,573
1199,557
1253,476
1229,463
1337,300
1637,457
1228,559
1391,312
1058,137
1119,637
1224,474
1105,412
1127,600
928,909
894,685
1057,785
1103,712
889,581
845,240
1103,381
1083,213
843,225
1119,374
1096,197
434,234
851,486
815,200
1046,138
1072,386
754,205
356,226
116,82
95,111
78,49
187,113
201,94
396,213
253,217
474,351
492,451
605,404
641,424
655,547
834,467
814,299
701,231
626,332
745,406
804,322
668,248
623,310
818,437
804,343
611,236
605,199
744,63
811,184
1056,118
1706,459
1238,576
928,1064
866,686
218,298
261,240
1108,740
960,966
925,735
538,510
250,954
476,916
349,827
278,934
475,897
363,819
546,531
