1550,58
1822,864
50,1011
321,822
331,1000
1360,920
1132,298
928,431
727,371
885,923
1065,907
931,448
711,380
749,520
420,757
443,968
869,931
809,731
439,762
886,449
1243,551
1164,333
1694,433
1833,848
1359,888
1296,716
1796,692
1705,414
1156,311
1139,266
923,414
1246,500
1377,875
893,909
739,359
906,408
1024,326
1670,454
1746,682
1192,373
1235,487
1659,464
1725,658
1425,488
1331,703
1723,681
1382,493
1315,654
1226,410
1162,229
1458,40
1555,371
1210,306
1184,235
1607,190
1671,375
1110,271
1037,318
1192,870
897,889
927,472
1042,869
913,874
921,793
1811,728
1844,833
1398,869
1352,743
331,819
407,769
425,954
847,917
728,514
116,935
121,1021
12,1027
101,958
101,993
343,973
331,768
723,496
597,61
240,58
241,105
624,107
606,47
250,40
279,804
319,779
287,69
1004,77
1005,119
966,119
965,77
