938,142
163,920
1735,918
1289,491
1278,930
937,931
943,157
735,375
1298,861
1305,482
1415,581
1269,820
953,542
957,162
1219,426
1353,291
1073,299
1272,505
1268,639
1154,762
700,353
695,936
729,937
735,397
662,399
599,461
741,937
780,937
785,444
953,600
653,703
584,474
425,633
447,656
116,982
199,986
160,905
248,818
239,933
185,933
226,1012
444,932
385,932
392,724
452,663
680,906
683,832
951,836
954,612
553,750
425,612
689,359
682,568
799,573
800,410
927,523
1069,310
1185,431
1343,278
1092,283
1205,393
1335,266
1079,268
945,136
