1084,462
1079,766
581,762
581,446
1511,1009
1641,1014
1062,643
1065,505
1406,308
1395,294
865,603
1095,741
1102,299
1370,294
594,750
597,406
1532,993
1529,925
928,536
1370,282
1088,285
1086,430
563,730
567,230
1560,232
991,566
1112,639
1118,212
549,212
550,361
596,362
598,198
1021,452
605,688
608,243
1571,244
453,896
446,478
129,480
132,327
581,325
581,433
141,436
144,313
537,311
531,733
549,720
550,450
144,453
144,495
523,493
524,295
784,294
1031,439
1419,220
1135,220
1135,112
1075,113
1071,403
833,538
501,335
342,335
350,199
586,198
585,282
1536,274
1646,212
1147,211
1148,146
1057,147
1058,91
1100,91
1099,262
623,264
623,196
854,197
857,508
617,630
617,792
750,713
999,712
998,999
937,999
937,949
996,948
